Date;RhinosAtSighting;Sex;Horn;DateBorn;Reserve
01.04.2015;MPGRBF-06-05;Female;Horned;01.01.1998;Reserve1
30.06.2018;MPGRBF-06-05;Female;Dehorned;01.01.1998;Reserve1
20.03.2016;MPGRBF-06-05;Female;Horned;01.01.1998;Reserve1
10.01.2019;MPGRBF-06-05;Female;Dehorned;01.01.1998;Reserve1
28.06.2017;MPGRBF-06-05;Female;Dehorned;01.01.1998;Reserve1
20.12.2016;MPGRBF-06-05;Female;Dehorned;01.01.1998;Reserve1
01.02.2016;MPGRBF-06-05;Female;Horned;01.01.1998;Reserve1
06.06.2016;MPGRBF-06-05;Female;Horned;01.01.1998;Reserve1
07.07.2017;MPGRBF-06-05;Female;Dehorned;01.01.1998;Reserve1
10.10.2018;MPGRBF-06-05;Female;Dehorned;01.01.1998;Reserve1
01.02.2019;MPGRBF-06-05;Female;Dehorned;01.01.1998;Reserve1
30.04.2015;MPGRBF-06-05;Female;Horned;01.01.1998;Reserve1
21.06.2016;MPGRBF-06-05;Female;Horned;01.01.1998;Reserve1
18.03.2016;MPGRBF-06-05;Female;Horned;01.01.1998;Reserve1
26.04.2018;MPGRBF-06-05;Female;Dehorned;01.01.1998;Reserve1
01.10.2016;MPGRBF-06-05;Female;Dehorned;01.01.1998;Reserve1
10.12.2014;MPGRBF-06-05;Female;Horned;01.01.1998;Reserve1
28.10.2014;MPGRBF-06-05;Female;Horned;01.01.1998;Reserve1
05.12.2018;MPGRBF-06-05;Female;Dehorned;01.01.1998;Reserve1
16.01.2020;MPGRBF-06-05;Female;Dehorned;01.01.1998;Reserve1
28.01.2020;MPGRBF-06-05;Female;Dehorned;01.01.1998;Reserve1
27.02.2020;MPGRBF-06-05;Female;Dehorned;01.01.1998;Reserve1
19.05.2020;MPGRBF-06-05;Female;Dehorned;01.01.1998;Reserve1
06.09.2020;MPGRBF-06-05;Female;Dehorned;01.01.1998;Reserve1
30.10.2020;MPGRBF-06-05;Female;Dehorned;01.01.1998;Reserve1
01.11.2020;MPGRBF-06-05;Female;Dehorned;01.01.1998;Reserve1
01.11.2020;MPGRBF-06-05;Female;Dehorned;01.01.1998;Reserve1
13.09.2013;MPGRBF-06-05;Female;Horned;01.01.1998;Reserve1
12.11.2013;MPGRBF-06-05;Female;Horned;01.01.1998;Reserve1
27.05.2016;MPGRBF-100-05;Female;Horned;01.01.1998;Reserve1
02.01.2017;MPGRBF-100-05;Female;Dehorned;01.01.1998;Reserve1
01.06.2016;MPGRBF-100-05;Female;Horned;01.01.1998;Reserve1
06.04.2018;MPGRBF-100-05;Female;Dehorned;01.01.1998;Reserve1
27.05.2015;MPGRBF-100-05;Female;Horned;01.01.1998;Reserve1
30.12.2013;MPGRBF-100-05;Female;Horned;01.01.1998;Reserve1
19.12.2013;MPGRBF-100-05;Female;Horned;01.01.1998;Reserve1
22.04.2019;MPGRBF-100-05;Female;Dehorned;01.01.1998;Reserve1
26.10.2018;MPGRBF-100-05;Female;Dehorned;01.01.1998;Reserve1
08.12.2014;MPGRBF-100-05;Female;Horned;01.01.1998;Reserve1
27.10.2018;MPGRBF-100-05;Female;Dehorned;01.01.1998;Reserve1
11.02.2019;MPGRBF-100-05;Female;Dehorned;01.01.1998;Reserve1
16.01.2018;MPGRBF-100-05;Female;Dehorned;01.01.1998;Reserve1
13.06.2018;MPGRBF-100-05;Female;Dehorned;01.01.1998;Reserve1
10.10.2017;MPGRBF-100-05;Female;Dehorned;01.01.1998;Reserve1
17.02.2019;MPGRBF-100-05;Female;Dehorned;01.01.1998;Reserve1
26.06.2018;MPGRBF-100-05;Female;Dehorned;01.01.1998;Reserve1
19.09.2018;MPGRBF-100-05;Female;Dehorned;01.01.1998;Reserve1
17.07.2016;MPGRBF-100-05;Female;Horned;01.01.1998;Reserve1
16.07.2017;MPGRBF-100-05;Female;Dehorned;01.01.1998;Reserve1
30.10.2014;MPGRBF-100-05;Female;Horned;01.01.1998;Reserve1
03.04.2018;MPGRBF-100-05;Female;Dehorned;01.01.1998;Reserve1
13.12.2018;MPGRBF-100-05;Female;Dehorned;01.01.1998;Reserve1
04.09.2017;MPGRBF-100-05;Female;Dehorned;01.01.1998;Reserve1
18.12.2016;MPGRBF-100-05;Female;Dehorned;01.01.1998;Reserve1
08.04.2014;MPGRBF-100-05;Female;Horned;01.01.1998;Reserve1
07.12.2018;MPGRBF-100-05;Female;Dehorned;01.01.1998;Reserve1
04.11.2016;MPGRBF-100-05;Female;Horned;01.01.1998;Reserve1
04.10.2014;MPGRBF-100-05;Female;Horned;01.01.1998;Reserve1
31.01.2017;MPGRBF-100-05;Female;Dehorned;01.01.1998;Reserve1
12.11.2012;MPGRBF-100-05;Female;Horned;01.01.1998;Reserve1
19.12.2015;MPGRBF-100-05;Female;Horned;01.01.1998;Reserve1
11.03.2013;MPGRBF-100-05;Female;Horned;01.01.1998;Reserve1
27.11.2012;MPGRBF-100-05;Female;Horned;01.01.1998;Reserve1
13.03.2013;MPGRBF-100-05;Female;Horned;01.01.1998;Reserve1
29.11.2014;MPGRBF-100-05;Female;Horned;01.01.1998;Reserve1
14.02.2015;MPGRBF-100-05;Female;Horned;01.01.1998;Reserve1
18.02.2013;MPGRBF-100-05;Female;Horned;01.01.1998;Reserve1
03.01.2013;MPGRBF-100-05;Female;Horned;01.01.1998;Reserve1
19.03.2016;MPGRBF-100-05;Female;Horned;01.01.1998;Reserve1
14.03.2015;MPGRBF-100-05;Female;Horned;01.01.1998;Reserve1
08.06.2013;MPGRBF-100-05;Female;Horned;01.01.1998;Reserve1
13.11.2015;MPGRBF-100-05;Female;Horned;01.01.1998;Reserve1
07.10.2015;MPGRBF-100-05;Female;Horned;01.01.1998;Reserve1
07.01.2013;MPGRBF-100-05;Female;Horned;01.01.1998;Reserve1
11.05.2019;MPGRBF-100-05;Female;Dehorned;01.01.1998;Reserve1
11.08.2018;MPGRBF-100-05;Female;Dehorned;01.01.1998;Reserve1
01.11.2017;MPGRBF-100-05;Female;Dehorned;01.01.1998;Reserve1
12.10.2016;MPGRBF-100-05;Female;Horned;01.01.1998;Reserve1
29.04.2016;MPGRBF-100-05;Female;Horned;01.01.1998;Reserve1
23.09.2016;MPGRBF-100-05;Female;Horned;01.01.1998;Reserve1
06.03.2017;MPGRBF-100-05;Female;Dehorned;01.01.1998;Reserve1
30.04.2013;MPGRBF-100-05;Female;Horned;01.01.1998;Reserve1
16.06.2013;MPGRBF-100-05;Female;Horned;01.01.1998;Reserve1
09.11.2014;MPGRBF-100-05;Female;Horned;01.01.1998;Reserve1
11.09.2013;MPGRBF-100-05;Female;Horned;01.01.1998;Reserve1
22.08.2018;MPGRBF-12-15;Female;Dehorned;01.04.2012;Reserve1
17.03.2015;MPGRBF-12-15;Female;Horned;01.04.2012;Reserve1
09.01.2017;MPGRBF-12-15;Female;Dehorned;01.04.2012;Reserve1
28.12.2017;MPGRBF-12-15;Female;Dehorned;01.04.2012;Reserve1
06.02.2016;MPGRBF-12-15;Female;Horned;01.04.2012;Reserve1
12.12.2013;MPGRBF-12-15;Female;Horned;01.04.2012;Reserve1
11.03.2014;MPGRBF-12-15;Female;Horned;01.04.2012;Reserve1
01.06.2016;MPGRBF-12-15;Female;Horned;01.04.2012;Reserve1
30.11.2016;MPGRBF-12-15;Female;Dehorned;01.04.2012;Reserve1
15.03.2016;MPGRBF-12-15;Female;Horned;01.04.2012;Reserve1
01.03.2016;MPGRBF-12-15;Female;Horned;01.04.2012;Reserve1
01.11.2014;MPGRBF-12-15;Female;Horned;01.04.2012;Reserve1
11.08.2016;MPGRBF-12-15;Female;Dehorned;01.04.2012;Reserve1
02.04.2016;MPGRBF-12-15;Female;Horned;01.04.2012;Reserve1
24.02.2015;MPGRBF-12-15;Female;Horned;01.04.2012;Reserve1
08.05.2016;MPGRBF-12-15;Female;Horned;01.04.2012;Reserve1
22.06.2016;MPGRBF-12-15;Female;Dehorned;01.04.2012;Reserve1
23.09.2016;MPGRBF-12-15;Female;Dehorned;01.04.2012;Reserve1
12.02.2013;MPGRBF-12-15;Female;Horned;01.04.2012;Reserve1
29.06.2015;MPGRBF-12-15;Female;Horned;01.04.2012;Reserve1
03.05.2013;MPGRBF-12-15;Female;Horned;01.04.2012;Reserve1
23.02.2017;MPGRBF-12-15;Female;Dehorned;01.04.2012;Reserve1
21.01.2017;MPGRBF-12-15;Female;Dehorned;01.04.2012;Reserve1
01.10.2016;MPGRBF-12-15;Female;Dehorned;01.04.2012;Reserve1
10.05.2016;MPGRBF-12-15;Female;Horned;01.04.2012;Reserve1
11.10.2016;MPGRBF-12-15;Female;Dehorned;01.04.2012;Reserve1
19.12.2015;MPGRBF-12-15;Female;Horned;01.04.2012;Reserve1
01.06.2014;MPGRBF-12-15;Female;Horned;01.04.2012;Reserve1
02.07.2013;MPGRBF-12-15;Female;Horned;01.04.2012;Reserve1
05.02.2015;MPGRBF-12-15;Female;Horned;01.04.2012;Reserve1
14.11.2014;MPGRBF-12-15;Female;Horned;01.04.2012;Reserve1
24.12.2016;MPGRBF-12-15;Female;Dehorned;01.04.2012;Reserve1
01.07.2013;MPGRBF-12-15;Female;Horned;01.04.2012;Reserve1
21.07.2016;MPGRBF-12-15;Female;Dehorned;01.04.2012;Reserve1
15.12.2016;MPGRBF-12-15;Female;Dehorned;01.04.2012;Reserve1
24.11.2016;MPGRBF-12-15;Female;Dehorned;01.04.2012;Reserve1
08.11.2016;MPGRBF-12-15;Female;Dehorned;01.04.2012;Reserve1
10.01.2017;MPGRBF-12-15;Female;Dehorned;01.04.2012;Reserve1
14.02.2014;MPGRBF-12-15;Female;Horned;01.04.2012;Reserve1
26.01.2016;MPGRBF-12-15;Female;Horned;01.04.2012;Reserve1
18.03.2016;MPGRBF-12-15;Female;Horned;01.04.2012;Reserve1
03.08.2014;MPGRBF-12-15;Female;Horned;01.04.2012;Reserve1
04.08.2016;MPGRBF-12-15;Female;Dehorned;01.04.2012;Reserve1
23.11.2016;MPGRBF-12-15;Female;Dehorned;01.04.2012;Reserve1
13.05.2016;MPGRBF-12-15;Female;Horned;01.04.2012;Reserve1
28.02.2017;MPGRBF-12-15;Female;Dehorned;01.04.2012;Reserve1
22.07.2016;MPGRBF-12-15;Female;Dehorned;01.04.2012;Reserve1
03.03.2013;MPGRBF-12-15;Female;Horned;01.04.2012;Reserve1
10.01.2014;MPGRBF-12-15;Female;Horned;01.04.2012;Reserve1
26.12.2013;MPGRBF-12-15;Female;Horned;01.04.2012;Reserve1
21.07.2016;MPGRBF-12-15;Female;Dehorned;01.04.2012;Reserve1
09.08.2016;MPGRBF-12-15;Female;Dehorned;01.04.2012;Reserve1
20.02.2017;MPGRBF-12-15;Female;Dehorned;01.04.2012;Reserve1
07.11.2015;MPGRBF-12-15;Female;Horned;01.04.2012;Reserve1
01.04.2016;MPGRBF-12-15;Female;Horned;01.04.2012;Reserve1
09.09.2015;MPGRBF-12-15;Female;Horned;01.04.2012;Reserve1
21.01.2016;MPGRBF-12-15;Female;Horned;01.04.2012;Reserve1
29.04.2016;MPGRBF-12-15;Female;Horned;01.04.2012;Reserve1
19.12.2013;MPGRBF-12-15;Female;Horned;01.04.2012;Reserve1
06.09.2014;MPGRBF-12-15;Female;Horned;01.04.2012;Reserve1
05.03.2015;MPGRBF-12-15;Female;Horned;01.04.2012;Reserve1
16.11.2015;MPGRBF-12-15;Female;Horned;01.04.2012;Reserve1
18.09.2015;MPGRBF-12-15;Female;Horned;01.04.2012;Reserve1
09.02.2017;MPGRBF-12-15;Female;Dehorned;01.04.2012;Reserve1
01.05.2016;MPGRBF-12-15;Female;Horned;01.04.2012;Reserve1
03.07.2017;MPGRBF-12-15;Female;Dehorned;01.04.2012;Reserve1
26.03.2013;MPGRBF-12-15;Female;Horned;01.04.2012;Reserve1
02.05.2014;MPGRBF-12-15;Female;Horned;01.04.2012;Reserve1
10.04.2014;MPGRBF-12-15;Female;Horned;01.04.2012;Reserve1
26.01.2017;MPGRBF-12-15;Female;Dehorned;01.04.2012;Reserve1
23.01.2017;MPGRBF-12-15;Female;Dehorned;01.04.2012;Reserve1
03.06.2016;MPGRBF-12-15;Female;Horned;01.04.2012;Reserve1
29.11.2014;MPGRBF-12-15;Female;Horned;01.04.2012;Reserve1
04.06.2016;MPGRBF-12-15;Female;Horned;01.04.2012;Reserve1
06.01.2017;MPGRBF-12-15;Female;Dehorned;01.04.2012;Reserve1
06.03.2015;MPGRBF-12-15;Female;Horned;01.04.2012;Reserve1
20.05.2015;MPGRBF-12-15;Female;Horned;01.04.2012;Reserve1
11.06.2015;MPGRBF-12-15;Female;Horned;01.04.2012;Reserve1
13.01.2017;MPGRBF-12-15;Female;Dehorned;01.04.2012;Reserve1
28.04.2016;MPGRBF-12-15;Female;Horned;01.04.2012;Reserve1
31.03.2015;MPGRBF-12-15;Female;Horned;01.04.2012;Reserve1
20.12.2016;MPGRBF-12-15;Female;Dehorned;01.04.2012;Reserve1
19.01.2017;MPGRBF-12-15;Female;Dehorned;01.04.2012;Reserve1
29.04.2015;MPGRBF-12-15;Female;Horned;01.04.2012;Reserve1
07.10.2015;MPGRBF-12-15;Female;Horned;01.04.2012;Reserve1
11.08.2014;MPGRBF-12-15;Female;Horned;01.04.2012;Reserve1
05.01.2016;MPGRBF-12-15;Female;Horned;01.04.2012;Reserve1
29.11.2013;MPGRBF-12-15;Female;Horned;01.04.2012;Reserve1
08.11.2013;MPGRBF-12-15;Female;Horned;01.04.2012;Reserve1
09.10.2013;MPGRBF-12-15;Female;Horned;01.04.2012;Reserve1
01.06.2016;MPGRBF-122-05;Female;Horned;01.01.1986;Reserve1
16.06.2016;MPGRBF-122-05;Female;Horned;01.01.1986;Reserve1
20.09.2014;MPGRBF-122-05;Female;Horned;01.01.1986;Reserve1
23.05.2019;MPGRBF-122-05;Female;Dehorned;01.01.1986;Reserve1
22.05.2019;MPGRBF-122-05;Female;Dehorned;01.01.1986;Reserve1
21.11.2016;MPGRBF-122-05;Female;Dehorned;01.01.1986;Reserve1
05.06.2014;MPGRBF-122-05;Female;Horned;01.01.1986;Reserve1
15.12.2014;MPGRBF-122-05;Female;Horned;01.01.1986;Reserve1
19.06.2015;MPGRBF-122-05;Female;Horned;01.01.1986;Reserve1
12.04.2015;MPGRBF-122-05;Female;Horned;01.01.1986;Reserve1
22.02.2019;MPGRBF-122-05;Female;Dehorned;01.01.1986;Reserve1
10.02.2019;MPGRBF-122-05;Female;Dehorned;01.01.1986;Reserve1
05.12.2018;MPGRBF-122-05;Female;Dehorned;01.01.1986;Reserve1
27.01.2019;MPGRBF-122-05;Female;Dehorned;01.01.1986;Reserve1
04.11.2014;MPGRBF-122-05;Female;Horned;01.01.1986;Reserve1
30.11.2013;MPGRBF-122-05;Female;Horned;01.01.1986;Reserve1
15.03.2014;MPGRBF-122-05;Female;Horned;01.01.1986;Reserve1
13.12.2018;MPGRBF-122-05;Female;Dehorned;01.01.1986;Reserve1
21.04.2015;MPGRBF-122-05;Female;Horned;01.01.1986;Reserve1
28.04.2015;MPGRBF-122-05;Female;Horned;01.01.1986;Reserve1
18.09.2013;MPGRBF-122-05;Female;Horned;01.01.1986;Reserve1
15.11.2012;MPGRBF-122-05;Female;Horned;01.01.1986;Reserve1
16.04.2017;MPGRBF-122-05;Female;Dehorned;01.01.1986;Reserve1
01.02.2013;MPGRBF-122-05;Female;Horned;01.01.1986;Reserve1
11.03.2013;MPGRBF-122-05;Female;Horned;01.01.1986;Reserve1
05.01.2013;MPGRBF-122-05;Female;Horned;01.01.1986;Reserve1
21.12.2012;MPGRBF-122-05;Female;Horned;01.01.1986;Reserve1
06.01.2016;MPGRBF-122-05;Female;Horned;01.01.1986;Reserve1
27.07.2018;MPGRBF-122-05;Female;Dehorned;01.01.1986;Reserve1
24.01.2013;MPGRBF-122-05;Female;Horned;01.01.1986;Reserve1
18.02.2013;MPGRBF-122-05;Female;Horned;01.01.1986;Reserve1
26.01.2016;MPGRBF-122-05;Female;Horned;01.01.1986;Reserve1
21.04.2014;MPGRBF-122-05;Female;Horned;01.01.1986;Reserve1
07.10.2015;MPGRBF-122-05;Female;Horned;01.01.1986;Reserve1
21.10.2015;MPGRBF-122-05;Female;Horned;01.01.1986;Reserve1
30.11.2012;MPGRBF-122-05;Female;Horned;01.01.1986;Reserve1
15.11.2015;MPGRBF-122-05;Female;Horned;01.01.1986;Reserve1
28.07.2018;MPGRBF-122-05;Female;Dehorned;01.01.1986;Reserve1
28.10.2017;MPGRBF-122-05;Female;Dehorned;01.01.1986;Reserve1
03.02.2020;MPGRBF-122-05;Female;Dehorned;01.01.1986;Reserve1
27.02.2020;MPGRBF-122-05;Female;Dehorned;01.01.1986;Reserve1
11.03.2020;MPGRBF-122-05;Female;Dehorned;01.01.1986;Reserve1
25.04.2020;MPGRBF-122-05;Female;Dehorned;01.01.1986;Reserve1
09.05.2020;MPGRBF-122-05;Female;Dehorned;01.01.1986;Reserve1
15.05.2020;MPGRBF-122-05;Female;Dehorned;01.01.1986;Reserve1
02.09.2020;MPGRBF-122-05;Female;Dehorned;01.01.1986;Reserve1
18.10.2020;MPGRBF-122-05;Female;Dehorned;01.01.1986;Reserve1
27.10.2020;MPGRBF-122-05;Female;Dehorned;01.01.1986;Reserve1
08.11.2013;MPGRBF-122-05;Female;Horned;01.01.1986;Reserve1
13.12.2013;MPGRBF-131-05;Female;Horned;01.05.2003;Reserve1
15.06.2014;MPGRBF-131-05;Female;Horned;01.05.2003;Reserve1
20.11.2017;MPGRBF-131-05;Female;Dehorned;01.05.2003;Reserve1
27.02.2015;MPGRBF-131-05;Female;Horned;01.05.2003;Reserve1
09.08.2017;MPGRBF-131-05;Female;Dehorned;01.05.2003;Reserve1
03.01.2015;MPGRBF-131-05;Female;Horned;01.05.2003;Reserve1
05.06.2016;MPGRBF-131-05;Female;Horned;01.05.2003;Reserve1
26.11.2014;MPGRBF-131-05;Female;Horned;01.05.2003;Reserve1
27.03.2019;MPGRBF-131-05;Female;Dehorned;01.05.2003;Reserve1
18.02.2016;MPGRBF-131-05;Female;Horned;01.05.2003;Reserve1
22.06.2018;MPGRBF-131-05;Female;Dehorned;01.05.2003;Reserve1
01.12.2012;MPGRBF-131-05;Female;Horned;01.05.2003;Reserve1
24.05.2016;MPGRBF-131-05;Female;Horned;01.05.2003;Reserve1
01.03.2016;MPGRBF-131-05;Female;Horned;01.05.2003;Reserve1
31.03.2018;MPGRBF-131-05;Female;Dehorned;01.05.2003;Reserve1
08.10.2018;MPGRBF-131-05;Female;Dehorned;01.05.2003;Reserve1
23.06.2018;MPGRBF-131-05;Female;Dehorned;01.05.2003;Reserve1
12.07.2013;MPGRBF-131-05;Female;Horned;01.05.2003;Reserve1
07.01.2014;MPGRBF-131-05;Female;Horned;01.05.2003;Reserve1
07.04.2018;MPGRBF-131-05;Female;Dehorned;01.05.2003;Reserve1
12.01.2016;MPGRBF-131-05;Female;Horned;01.05.2003;Reserve1
07.04.2015;MPGRBF-131-05;Female;Horned;01.05.2003;Reserve1
30.07.2016;MPGRBF-131-05;Female;Dehorned;01.05.2003;Reserve1
27.10.2015;MPGRBF-131-05;Female;Horned;01.05.2003;Reserve1
29.11.2017;MPGRBF-131-05;Female;Dehorned;01.05.2003;Reserve1
07.01.2013;MPGRBF-131-05;Female;Horned;01.05.2003;Reserve1
15.01.2018;MPGRBF-131-05;Female;Dehorned;01.05.2003;Reserve1
20.02.2013;MPGRBF-131-05;Female;Horned;01.05.2003;Reserve1
19.10.2013;MPGRBF-131-05;Female;Horned;01.05.2003;Reserve1
09.01.2016;MPGRBF-131-05;Female;Horned;01.05.2003;Reserve1
14.05.2015;MPGRBF-131-05;Female;Horned;01.05.2003;Reserve1
01.01.2019;MPGRBF-131-05;Female;Dehorned;01.05.2003;Reserve1
02.02.2015;MPGRBF-131-05;Female;Horned;01.05.2003;Reserve1
03.05.2019;MPGRBF-131-05;Female;Dehorned;01.05.2003;Reserve1
14.06.2018;MPGRBF-131-05;Female;Dehorned;01.05.2003;Reserve1
14.06.2018;MPGRBF-131-05;Female;Dehorned;01.05.2003;Reserve1
07.03.2018;MPGRBF-131-05;Female;Dehorned;01.05.2003;Reserve1
10.12.2016;MPGRBF-131-05;Female;Dehorned;01.05.2003;Reserve1
28.01.2014;MPGRBF-131-05;Female;Horned;01.05.2003;Reserve1
02.02.2013;MPGRBF-131-05;Female;Horned;01.05.2003;Reserve1
21.04.2016;MPGRBF-131-05;Female;Horned;01.05.2003;Reserve1
13.11.2015;MPGRBF-131-05;Female;Horned;01.05.2003;Reserve1
31.03.2013;MPGRBF-131-05;Female;Horned;01.05.2003;Reserve1
08.02.2013;MPGRBF-131-05;Female;Horned;01.05.2003;Reserve1
04.02.2013;MPGRBF-131-05;Female;Horned;01.05.2003;Reserve1
13.12.2017;MPGRBF-131-05;Female;Dehorned;01.05.2003;Reserve1
12.01.2014;MPGRBF-131-05;Female;Horned;01.05.2003;Reserve1
14.10.2017;MPGRBF-131-05;Female;Dehorned;01.05.2003;Reserve1
16.10.2018;MPGRBF-131-05;Female;Dehorned;01.05.2003;Reserve1
20.12.2016;MPGRBF-131-05;Female;Dehorned;01.05.2003;Reserve1
03.02.2019;MPGRBF-131-05;Female;Dehorned;01.05.2003;Reserve1
09.08.2017;MPGRBF-131-05;Female;Dehorned;01.05.2003;Reserve1
30.07.2017;MPGRBF-131-05;Female;Dehorned;01.05.2003;Reserve1
12.02.2018;MPGRBF-131-05;Female;Dehorned;01.05.2003;Reserve1
22.09.2015;MPGRBF-131-05;Female;Horned;01.05.2003;Reserve1
19.11.2016;MPGRBF-131-05;Female;Dehorned;01.05.2003;Reserve1
07.12.2012;MPGRBF-131-05;Female;Horned;01.05.2003;Reserve1
15.03.2016;MPGRBF-131-05;Female;Horned;01.05.2003;Reserve1
02.03.2018;MPGRBF-131-05;Female;Dehorned;01.05.2003;Reserve1
16.10.2016;MPGRBF-131-05;Female;Dehorned;01.05.2003;Reserve1
27.03.2017;MPGRBF-131-05;Female;Dehorned;01.05.2003;Reserve1
15.11.2012;MPGRBF-131-05;Female;Horned;01.05.2003;Reserve1
02.06.2013;MPGRBF-131-05;Female;Horned;01.05.2003;Reserve1
24.10.2017;MPGRBF-131-05;Female;Dehorned;01.05.2003;Reserve1
22.01.2020;MPGRBF-131-05;Female;Dehorned;01.05.2003;Reserve1
18.03.2020;MPGRBF-131-05;Female;Dehorned;01.05.2003;Reserve1
27.03.2020;MPGRBF-131-05;Female;Dehorned;01.05.2003;Reserve1
13.04.2020;MPGRBF-131-05;Female;Dehorned;01.05.2003;Reserve1
25.05.2020;MPGRBF-131-05;Female;Dehorned;01.05.2003;Reserve1
01.06.2020;MPGRBF-131-05;Female;Dehorned;01.05.2003;Reserve1
13.07.2020;MPGRBF-131-05;Female;Dehorned;01.05.2003;Reserve1
16.07.2020;MPGRBF-131-05;Female;Dehorned;01.05.2003;Reserve1
09.08.2020;MPGRBF-131-05;Female;Dehorned;01.05.2003;Reserve1
19.09.2020;MPGRBF-131-05;Female;Dehorned;01.05.2003;Reserve1
09.10.2020;MPGRBF-131-05;Female;Dehorned;01.05.2003;Reserve1
03.12.2020;MPGRBF-131-05;Female;Dehorned;01.05.2003;Reserve1
30.12.2020;MPGRBF-131-05;Female;Dehorned;01.05.2003;Reserve1
14.11.2013;MPGRBF-131-05;Female;Horned;01.05.2003;Reserve1
27.02.2015;MPGRBF-14-15;Female;Horned;01.10.2013;Reserve1
10.02.2015;MPGRBF-14-15;Female;Horned;01.10.2013;Reserve1
03.01.2015;MPGRBF-14-15;Female;Horned;01.10.2013;Reserve1
17.03.2015;MPGRBF-14-15;Female;Horned;01.10.2013;Reserve1
09.03.2015;MPGRBF-14-15;Female;Horned;01.10.2013;Reserve1
09.12.2014;MPGRBF-14-15;Female;Horned;01.10.2013;Reserve1
17.06.2016;MPGRBF-14-15;Female;Horned;01.10.2013;Reserve1
20.07.2016;MPGRBF-14-15;Female;Horned;01.10.2013;Reserve1
05.01.2015;MPGRBF-14-15;Female;Horned;01.10.2013;Reserve1
24.10.2016;MPGRBF-14-15;Female;Dehorned;01.10.2013;Reserve1
14.04.2016;MPGRBF-14-15;Female;Horned;01.10.2013;Reserve1
20.11.2016;MPGRBF-14-15;Female;Dehorned;01.10.2013;Reserve1
16.05.2015;MPGRBF-14-15;Female;Horned;01.10.2013;Reserve1
27.05.2016;MPGRBF-14-15;Female;Horned;01.10.2013;Reserve1
01.06.2016;MPGRBF-14-15;Female;Horned;01.10.2013;Reserve1
13.06.2017;MPGRBF-14-15;Female;Dehorned;01.10.2013;Reserve1
14.07.2017;MPGRBF-14-15;Female;Dehorned;01.10.2013;Reserve1
01.04.2018;MPGRBF-14-15;Female;Dehorned;01.10.2013;Reserve1
18.09.2014;MPGRBF-14-15;Female;Horned;01.10.2013;Reserve1
09.01.2017;MPGRBF-14-15;Female;Dehorned;01.10.2013;Reserve1
16.07.2016;MPGRBF-14-15;Female;Horned;01.10.2013;Reserve1
11.07.2017;MPGRBF-14-15;Female;Dehorned;01.10.2013;Reserve1
27.12.2016;MPGRBF-14-15;Female;Dehorned;01.10.2013;Reserve1
06.06.2016;MPGRBF-14-15;Female;Horned;01.10.2013;Reserve1
04.02.2017;MPGRBF-14-15;Female;Dehorned;01.10.2013;Reserve1
01.10.2016;MPGRBF-14-15;Female;Dehorned;01.10.2013;Reserve1
13.10.2016;MPGRBF-14-15;Female;Dehorned;01.10.2013;Reserve1
31.10.2016;MPGRBF-14-15;Female;Dehorned;01.10.2013;Reserve1
02.01.2017;MPGRBF-14-15;Female;Dehorned;01.10.2013;Reserve1
09.09.2016;MPGRBF-14-15;Female;Horned;01.10.2013;Reserve1
10.01.2018;MPGRBF-14-15;Female;Dehorned;01.10.2013;Reserve1
09.08.2018;MPGRBF-14-15;Female;Dehorned;01.10.2013;Reserve1
06.05.2017;MPGRBF-14-15;Female;Dehorned;01.10.2013;Reserve1
07.01.2014;MPGRBF-14-15;Female;Horned;01.10.2013;Reserve1
01.08.2016;MPGRBF-14-15;Female;Horned;01.10.2013;Reserve1
24.05.2019;MPGRBF-14-15;Female;Dehorned;01.10.2013;Reserve1
02.10.2013;MPGRBF-14-15;Female;Horned;01.10.2013;Reserve1
04.02.2015;MPGRBF-14-15;Female;Horned;01.10.2013;Reserve1
28.04.2019;MPGRBF-14-15;Female;Dehorned;01.10.2013;Reserve1
03.01.2020;MPGRBF-14-15;Female;Dehorned;01.10.2013;Reserve1
04.01.2020;MPGRBF-14-15;Female;Dehorned;01.10.2013;Reserve1
11.02.2020;MPGRBF-14-15;Female;Dehorned;01.10.2013;Reserve1
10.03.2020;MPGRBF-14-15;Female;Dehorned;01.10.2013;Reserve1
12.05.2020;MPGRBF-14-15;Female;Dehorned;01.10.2013;Reserve1
03.07.2020;MPGRBF-14-15;Female;Dehorned;01.10.2013;Reserve1
08.07.2020;MPGRBF-14-15;Female;Dehorned;01.10.2013;Reserve1
09.11.2020;MPGRBF-14-15;Female;Dehorned;01.10.2013;Reserve1
09.11.2020;MPGRBF-14-15;Female;Dehorned;01.10.2013;Reserve1
23.11.2020;MPGRBF-14-15;Female;Dehorned;01.10.2013;Reserve1
15.11.2015;MPGRBF-14-15;Female;Horned;01.10.2013;Reserve1
27.02.2015;MPGRBF-143-05;Female;Horned;01.01.1996;Reserve1
10.02.2015;MPGRBF-143-05;Female;Horned;01.01.1996;Reserve1
03.01.2015;MPGRBF-143-05;Female;Horned;01.01.1996;Reserve1
07.04.2015;MPGRBF-143-05;Female;Horned;01.01.1996;Reserve1
07.04.2015;MPGRBF-143-05;Female;Horned;01.01.1996;Reserve1
17.03.2015;MPGRBF-143-05;Female;Horned;01.01.1996;Reserve1
